"","MSZoning","LotArea","Street","LotShape","Condition1","Condition2","OverallQual","OverallCond","RoofMatl","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","HeatingQC","stFlrS1","stFlrS2","GarageCars","GarageQual","GarageCond","WoodDeckSF","ScreenPorch","PoolArea","Fence","SaleCondition","SalePrice"
"1357","RL",12665,"Pave","IR1","Norm","Norm",8,5,"CompShg","BrkFace",245,"Gd","TA","PConc",0,0,1094,"Ex",1133,1349,3,"TA","TA",144,0,0,"None","Normal",12.546867668291
"1358","RL",57200,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",353,334,60,"TA",1687,0,2,"TA","TA",0,0,0,"None","Normal",11.982929094216
"1359","RM",6120,"Pave","Reg","Norm","Norm",5,8,"CompShg","None",0,"TA","TA","Others",0,0,939,"Ex",939,574,1,"Fa","Fa",24,0,0,"None","Normal",11.8313791960888
"1360","RL",7200,"Pave","Reg","Norm","Norm",5,4,"CompShg","None",0,"TA","TA","Others",180,352,676,"Gd",1136,768,1,"TA","TA",0,0,0,"GdPrv","Normal",11.8350089641393
"1361","RL",6171,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","Others",264,0,712,"Ex",1160,448,1,"Fa","TA",147,0,0,"MnPrv","Normal",11.8310154935934
"1362","RM",6000,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",0,0,862,"TA",950,208,1,"TA","TA",0,0,0,"None","Normal",11.6952470217642
"1363","RL",7415,"Pave","IR1","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","PConc",759,0,80,"Ex",864,729,2,"TA","TA",100,0,0,"None","Normal",12.170445467887
"1364","RL",6762,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,1286,"Ex",1294,0,2,"TA","TA",168,0,0,"None","Partial",12.1749895321164
"1365","RL",15256,"Pave","IR1","RR","Norm",8,5,"CompShg","Stone",84,"Gd","TA","PConc",929,0,556,"Ex",1464,0,3,"TA","TA",168,0,0,"None","Normal",12.5529265202611
"1366","RL",10410,"Pave","Reg","Artery","Norm",3,4,"CompShg","None",0,"TA","TA","PConc",0,0,672,"TA",694,520,3,"TA","TA",216,0,0,"MnPrv","Family",11.5617156291397
"1367","RM",3842,"Pave","IR1","Norm","Norm",8,5,"CompShg","Stone",174,"Gd","TA","PConc",1373,0,221,"Ex",1646,0,2,"TA","TA",128,155,0,"None","Normal",12.5245263766487
"1368","RL",8445,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","TA","Others",656,0,112,"TA",768,0,2,"TA","TA",58,0,0,"MnPrv","Normal",11.7981044072039
"1369","RL",8780,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",625,0,208,"Ex",833,0,0,"None","None",0,0,0,"MnPrv","Normal",11.6262541502772
"1370","RM",7740,"Pave","Reg","Norm","Norm",4,7,"CompShg","None",0,"TA","TA","Others",0,0,622,"Gd",741,622,2,"TA","TA",0,168,0,"None","Normal",11.740061037554
"1371","RL",20544,"Pave","IR1","Norm","Norm",7,6,"CompShg","BrkFace",123,"TA","Gd","Others",0,0,791,"Gd",1236,857,2,"TA","TA",364,0,0,"MnPrv","Normal",12.2783933071098
"1372","RL",12420,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",666,0,278,"Ex",944,896,2,"TA","TA",0,0,0,"None","Normal",12.3458345879053
"1373","RL",9600,"Pave","Reg","Norm","Norm",6,8,"CompShg","None",0,"TA","Gd","Others",120,0,736,"Ex",1112,556,1,"TA","TA",0,0,0,"MnPrv","Normal",11.8493977015914
"1374","RL",10994,"Pave","IR1","Norm","Norm",8,5,"CompShg","Stone",366,"Gd","TA","PConc",976,0,868,"Ex",1844,0,2,"TA","TA",165,0,0,"None","Abnorml",12.4568313638774
"1375","RL",13053,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",0,0,833,"Gd",1053,795,2,"TA","TA",0,220,0,"None","Normal",12.2404740722475
"1376","RL",3635,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",130,"Gd","TA","PConc",988,0,398,"Ex",1569,0,3,"TA","TA",143,0,0,"None","Normal",12.0776709307256
"1377","RM",11340,"Pave","Reg","Norm","Norm",4,6,"CompShg","None",0,"TA","TA","PConc",0,0,777,"Gd",1246,1044,2,"TA","TA",0,0,0,"None","Normal",11.7158663089669
"1378","RL",16545,"Pave","IR1","Norm","Norm",8,5,"CompShg","BrkFace",731,"Gd","TA","PConc",781,0,503,"Ex",1310,1140,3,"TA","TA",0,0,0,"None","Normal",12.7367008965923
"1379","RL",9204,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",25,872,247,"TA",1144,0,1,"TA","TA",0,0,0,"None","Normal",11.7280368445872
"1380","RL",16381,"Pave","IR1","Norm","Norm",6,5,"CompShg","BrkFace",312,"Gd","Gd","Others",1110,0,734,"Gd",1844,0,2,"TA","TA",0,0,0,"None","Normal",12.3149270504423
"1381","RL",11700,"Pave","Reg","Norm","Norm",6,6,"CompShg","BrkFace",420,"TA","TA","Others",404,0,304,"Gd",708,708,2,"TA","TA",0,119,0,"None","Normal",12.1001564199386
"1382","RL",4043,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","Others",360,0,709,"TA",1069,0,2,"TA","TA",0,165,0,"None","Normal",11.7558716435806
"1383","RM",4435,"Pave","Reg","Norm","Norm",6,5,"CompShg","BrkFace",170,"Gd","TA","PConc",686,0,162,"Ex",848,0,2,"TA","TA",140,0,0,"None","Normal",11.8240798936072
"1384","RL",19690,"Pave","IR1","Norm","Norm",6,7,"Others","None",0,"Gd","Gd","Others",0,0,697,"TA",1575,626,2,"Gd","Gd",586,0,738,"GdPrv","Alloca",12.5244172797888
"1385","RL",9503,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",457,374,193,"TA",1344,0,1,"TA","TA",316,0,0,"GdWo","Normal",11.8775685785581
"1386","RL",10721,"Pave","IR1","Norm","Norm",6,6,"CompShg","Stone",243,"Gd","TA","Others",0,0,1252,"Ex",1252,0,2,"TA","TA",0,0,0,"None","Normal",11.8635823365834
"1387","RL",10944,"Pave","IR1","Norm","Norm",7,5,"CompShg","BrkFace",448,"Gd","TA","PConc",1000,0,223,"Ex",1223,904,2,"TA","TA",171,0,0,"None","Normal",12.5098740998618
"1388","RL",10930,"Pave","Reg","Artery","Norm",5,6,"CompShg","None",0,"TA","TA","Others",580,0,333,"TA",1048,510,1,"TA","TA",0,0,0,"None","Normal",11.8493977015914
"1389","RM",7200,"Pave","Reg","Norm","Norm",5,7,"CompShg","Stone",294,"TA","Gd","Others",510,0,278,"TA",804,0,1,"TA","TA",0,0,0,"MnPrv","Abnorml",11.6868787720937
"1390","RL",12546,"Pave","IR1","Norm","Norm",6,7,"CompShg","BrkFace",310,"Gd","Gd","Others",678,0,762,"Ex",1440,0,2,"TA","TA",0,0,0,"None","Normal",12.116694834379
"1391","RL",21930,"Pave","IR3","RR","Norm",5,5,"CompShg","None",0,"Gd","TA","PConc",0,0,732,"Ex",734,1104,2,"TA","TA",100,0,0,"None","Normal",12.1659795519637
"1392","RL",4928,"Pave","IR1","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","Others",958,0,0,"TA",958,0,2,"TA","TA",0,0,0,"None","Normal",11.8758309586596
"1393","RL",10800,"Pave","Reg","Norm","Norm",4,6,"CompShg","None",0,"TA","TA","Others",0,0,656,"TA",968,0,1,"Fa","Fa",0,0,0,"None","Normal",11.0744205027839
"1394","RL",10261,"Pave","IR1","Norm","Norm",6,5,"CompShg","BrkFace",318,"TA","TA","PConc",0,0,936,"Ex",962,830,2,"TA","TA",0,0,0,"None","Normal",12.136186518066
"1395","RL",17400,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",936,0,190,"Fa",1126,0,2,"TA","TA",295,0,0,"None","Normal",11.982929094216
"1396","RL",8400,"Pave","Reg","Norm","Norm",6,9,"CompShg","BrkFace",237,"Gd","Gd","Others",0,0,1319,"TA",1537,0,2,"TA","TA",0,0,0,"GdPrv","Abnorml",12.0668105781967
"1397","RL",9000,"Pave","Reg","Norm","Norm",4,6,"CompShg","None",0,"TA","TA","PConc",616,0,248,"TA",864,0,2,"TA","TA",0,0,0,"GdWo","Normal",11.6994050319128
"1398","RL",12444,"Pave","Reg","Norm","Norm",8,5,"CompShg","Stone",426,"Ex","TA","PConc",1336,0,596,"Ex",1932,0,3,"TA","TA",0,0,0,"None","Partial",12.8856709532443
"1399","RM",7407,"Pave","Reg","Artery","Norm",6,7,"CompShg","None",0,"TA","TA","Others",600,0,312,"TA",1236,0,2,"TA","TA",0,0,0,"MnPrv","Normal",11.9163885704077
"1400","RL",11584,"Pave","Reg","Norm","Norm",7,6,"CompShg","BrkFace",96,"TA","TA","Others",315,110,114,"TA",1040,685,2,"TA","TA",0,0,0,"None","Normal",12.1909590077201
"1401","RL",11526,"Pave","IR1","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","Others",0,0,588,"Fa",1423,748,2,"TA","TA",431,0,0,"None","Normal",12.1600287070288
"1402","RM",4426,"Pave","Reg","Norm","Norm",6,5,"CompShg","BrkFace",147,"Gd","TA","PConc",697,0,151,"Ex",848,0,2,"TA","TA",149,0,0,"None","Normal",11.9137129835273
"1403","FV",11003,"Pave","Reg","Norm","Norm",10,5,"CompShg","Stone",160,"Ex","TA","PConc",765,0,252,"Ex",1026,981,3,"TA","TA",168,0,0,"None","Normal",12.6443275764613
"1404","RL",8854,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","Others",0,0,952,"Fa",952,0,1,"Fa","Po",0,40,0,"None","Normal",11.7035458245789
"1405","RL",8500,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",106,"Gd","TA","PConc",0,0,1422,"Ex",1422,0,2,"TA","TA",192,0,0,"None","Normal",12.0984874348502
"1406","RL",8400,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","Others",187,627,0,"Gd",913,0,1,"TA","TA",0,0,0,"None","Normal",11.7675676833438
"1407","RL",26142,"Pave","IR1","Norm","Norm",5,7,"CompShg","BrkFace",189,"TA","TA","Others",593,0,595,"TA",1188,0,1,"TA","TA",261,0,0,"None","Normal",11.9697172002437
"1408","RL",10000,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",438,"Gd","TA","PConc",1079,0,141,"Ex",1220,870,2,"TA","TA",0,0,0,"None","Normal",12.3883942023241
"1409","RL",11767,"Pave","Reg","Norm","Norm",4,7,"CompShg","None",0,"TA","TA","Others",0,0,560,"Gd",796,550,1,"Fa","TA",168,0,0,"GdWo","Normal",11.6262541502772
"1410","RM",1533,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","TA","Others",553,0,77,"Ex",630,0,0,"None","None",0,0,0,"None","Abnorml",11.4295438560312
"1411","RL",9000,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",0,0,896,"TA",896,896,0,"None","None",32,0,0,"None","Normal",11.8204101647182
"1412","RL",9262,"Pave","Reg","Norm","Norm",8,5,"CompShg","Stone",194,"Gd","TA","PConc",0,0,1573,"Ex",1578,0,3,"TA","TA",0,0,0,"None","Partial",12.5675510344332
"1413","RM",3675,"Pave","Reg","Norm","Norm",5,5,"CompShg","BrkFace",80,"TA","TA","PConc",547,0,0,"Gd",1072,0,2,"TA","TA",0,0,0,"None","Normal",11.8844890214027
"1414","RL",17217,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","PConc",0,0,1140,"Ex",1140,0,0,"None","None",36,0,0,"None","Abnorml",11.3445068133453
"1415","FV",7500,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",410,0,811,"Ex",1221,0,2,"TA","TA",0,0,0,"None","Normal",12.1281111040605
"1416","RL",7917,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","PConc",0,0,953,"Ex",953,694,2,"TA","TA",0,0,0,"None","Normal",12.0725412529057
"1417","RL",13175,"Pave","Reg","Norm","Norm",6,6,"CompShg","Stone",119,"TA","TA","Others",790,163,589,"TA",2073,0,2,"TA","TA",349,0,0,"MnPrv","Normal",12.2548628096996
"1418","RL",9042,"Pave","Reg","Norm","Norm",7,9,"CompShg","None",0,"Ex","Gd","Others",275,0,877,"Ex",1188,1152,1,"TA","TA",0,0,0,"GdPrv","Normal",12.493129522588
"1419","RL",9717,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",49,1029,0,"Gd",1078,0,1,"TA","TA",366,0,0,"None","Normal",11.8644622310528
"1420","RL",9937,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"Gd","TA","Others",830,290,136,"Gd",1256,0,1,"TA","TA",736,0,0,"None","Normal",11.901583454762
"1421","RH",11622,"Pave","Reg","Feedr","Norm",5,6,"CompShg","None",0,"TA","TA","Others",468,144,270,"TA",896,0,1,"TA","TA",140,120,0,"MnPrv","Normal",12.0392920155109
"1422","RL",14267,"Pave","IR1","Norm","Norm",6,6,"CompShg","BrkFace",108,"TA","TA","Others",923,0,406,"TA",1329,0,1,"TA","TA",393,0,0,"None","Normal",12.142911276956
"1423","RL",13830,"Pave","IR1","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","PConc",791,0,137,"Gd",928,701,2,"TA","TA",212,0,0,"MnPrv","Normal",12.1204258837725
"1424","RL",9978,"Pave","IR1","Norm","Norm",6,6,"CompShg","BrkFace",20,"TA","TA","PConc",602,0,324,"Ex",926,678,2,"TA","TA",360,0,0,"None","Normal",12.0969131311998
"1425","RL",5005,"Pave","IR1","Norm","Norm",8,5,"CompShg","None",0,"Gd","TA","PConc",263,0,1017,"Ex",1280,0,2,"TA","TA",0,144,0,"None","Normal",11.9232459663989
"1426","RL",10000,"Pave","IR1","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","PConc",0,0,763,"Gd",763,892,2,"TA","TA",157,0,0,"None","Normal",12.0847576945135
"1427","RL",7980,"Pave","IR1","Norm","Norm",6,7,"CompShg","None",0,"TA","Gd","PConc",935,0,233,"Ex",1187,0,2,"TA","TA",483,0,0,"GdPrv","Normal",12.0556604809084
"1428","RL",8402,"Pave","IR1","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","PConc",0,0,789,"Gd",789,676,2,"TA","TA",0,0,0,"None","Normal",12.0731750892435
"1429","RL",10176,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"TA","TA","PConc",637,0,663,"Gd",1341,0,2,"TA","TA",192,0,0,"None","Normal",11.9954238266174
"1430","RL",8400,"Pave","Reg","Norm","Norm",4,5,"CompShg","None",0,"TA","TA","Others",804,78,0,"TA",882,0,2,"TA","TA",240,0,0,"MnPrv","Normal",11.9874578727465
"1431","RH",5858,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",1051,0,354,"Ex",1337,0,2,"TA","TA",203,0,0,"None","Normal",11.969927940899
"1432","RM",1680,"Pave","Reg","Norm","Norm",6,5,"CompShg","BrkFace",504,"TA","TA","Others",156,0,327,"TA",483,504,1,"TA","TA",275,0,0,"None","Normal",11.8864955932378
"1433","RM",1680,"Pave","Reg","Norm","Norm",5,5,"CompShg","BrkFace",492,"TA","TA","Others",300,0,225,"TA",525,567,1,"TA","TA",0,0,0,"None","Normal",11.9808771005151
"1434","RL",2280,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","Others",514,0,341,"TA",855,601,2,"TA","TA",173,0,0,"None","Normal",12.0086426385384
"1435","RL",2280,"Pave","Reg","Norm","Norm",7,6,"CompShg","None",0,"TA","TA","Others",0,0,836,"Ex",836,0,1,"TA","TA",0,0,0,"None","Normal",11.9243172306563
"1436","RL",12858,"Pave","IR1","Norm","Norm",9,5,"CompShg","Stone",162,"Ex","TA","PConc",0,0,1590,"Ex",1627,707,3,"TA","TA",144,0,0,"None","Partial",12.0977129991243
"1437","RL",12883,"Pave","IR1","Norm","Norm",8,5,"CompShg","Stone",256,"Gd","TA","PConc",0,0,1544,"Ex",1544,0,3,"TA","TA",0,0,0,"None","Partial",12.128298269863
"1438","RL",11520,"Pave","Reg","Pos","Pos",9,5,"CompShg","BrkFace",615,"Gd","TA","PConc",110,0,1588,"Ex",1698,0,3,"TA","TA",192,0,0,"None","Normal",12.1136952205388
"1439","RL",14122,"Pave","IR1","Norm","Norm",8,5,"CompShg","BrkFace",240,"Gd","TA","PConc",28,0,1794,"Ex",1822,0,3,"TA","TA",0,0,0,"None","Normal",12.1175335105513
"1440","RL",14300,"Pave","Reg","Norm","Norm",9,5,"CompShg","BrkFace",1095,"Ex","TA","PConc",1373,0,1473,"Ex",2696,0,3,"TA","TA",220,0,0,"None","Normal",12.1432571152139
"1441","RL",13650,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",232,"Gd","TA","PConc",578,0,1093,"Ex",1687,563,3,"TA","TA",238,0,0,"None","Normal",12.1364230280447
"1442","RL",7132,"Pave","IR1","Norm","Norm",8,5,"CompShg","Stone",178,"Gd","TA","PConc",24,0,1346,"Ex",1370,0,2,"TA","TA",120,0,0,"None","Normal",11.971809848931
"1443","RL",18494,"Pave","IR1","Norm","Norm",6,5,"CompShg","None",0,"Gd","TA","PConc",0,0,1324,"Ex",1324,0,2,"TA","TA",36,0,0,"None","Normal",12.1576847543738
"1444","RL",3203,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",14,"Gd","TA","PConc",16,0,1129,"Ex",1145,0,2,"TA","TA",100,0,0,"None","Normal",11.8994365747243
"1445","RL",13300,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",326,0,58,"Ex",744,630,2,"TA","TA",100,0,0,"None","Normal",12.1327236978125
"1446","RL",8577,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,847,"Ex",847,886,2,"TA","TA",144,0,0,"None","Normal",12.0688227517101
"1447","RL",17433,"Pave","IR2","Norm","Norm",8,5,"CompShg","BrkFace",114,"Gd","TA","PConc",0,0,1629,"Ex",1645,830,3,"TA","TA",23,256,0,"None","Normal",12.2147380952912
"1448","FV",9215,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,1218,"Ex",1218,0,2,"TA","TA",0,0,0,"None","Partial",11.9973878057298
"1449","FV",10440,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"Gd","TA","PConc",1414,0,54,"Ex",1468,0,2,"TA","TA",0,216,0,"None","Normal",12.018814555782
"1450","RL",11920,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",122,"Gd","TA","PConc",0,0,831,"Ex",831,828,2,"TA","TA",144,0,0,"None","Normal",12.1058634107522
"1451","RH",9800,"Pave","Reg","Feedr","Norm",5,5,"CompShg","None",0,"TA","Fa","Others",0,0,816,"TA",1012,0,1,"TA","TA",121,0,0,"None","Normal",12.0044551223664
"1452","RL",15410,"Pave","IR1","RR","Norm",6,6,"CompShg","BrkCmn",250,"TA","Gd","Others",126,859,223,"Ex",1494,0,2,"TA","TA",296,0,0,"GdPrv","Abnorml",12.1431226045656
"1453","RL",13143,"Pave","IR1","Norm","Norm",8,5,"CompShg","BrkFace",504,"Gd","TA","PConc",250,981,0,"Ex",1251,1098,3,"TA","TA",32,0,0,"None","Normal",12.2001662316716
"1454","RL",11134,"Pave","Reg","Norm","Norm",8,5,"CompShg","BrkFace",180,"Gd","TA","PConc",1129,0,261,"Ex",1402,823,3,"TA","TA",198,0,0,"None","Normal",12.1800797887253
"1455","FV",4835,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",1298,0,190,"Ex",1488,0,2,"TA","TA",168,0,0,"None","Normal",11.9356101191458
"1456","FV",3515,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",0,0,840,"Ex",840,840,2,"TA","TA",0,0,0,"None","Normal",11.9035997449993
"1457","FV",3215,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",120,"Gd","TA","PConc",280,0,320,"Ex",600,600,2,"TA","TA",0,0,0,"None","Normal",11.9218643258932
"1458","FV",2544,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",368,42,190,"Ex",600,600,2,"TA","TA",0,0,0,"None","Normal",11.8981309264102
"1459","FV",2544,"Pave","Reg","Norm","Norm",6,5,"CompShg","BrkFace",216,"Gd","TA","PConc",376,0,224,"Ex",600,636,2,"TA","TA",0,0,0,"None","Normal",11.920430543021
"1460","FV",2980,"Pave","Reg","Norm","Norm",6,5,"CompShg","BrkFace",1159,"Gd","TA","PConc",466,0,290,"Ex",756,756,2,"TA","TA",0,0,0,"None","Normal",11.9261230835772
"1461","FV",2403,"Pave","IR1","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",244,0,286,"Ex",530,550,2,"TA","TA",0,0,0,"None","Normal",11.9259202005566
"1462","FV",12853,"Pave","IR1","Norm","Norm",8,5,"CompShg","None",0,"Gd","TA","PConc",1032,0,610,"Ex",1418,0,3,"TA","TA",160,0,0,"None","Partial",11.9589824133758
"1463","FV",7379,"Pave","IR1","Norm","Norm",8,5,"CompShg","None",0,"Gd","TA","PConc",484,0,491,"Ex",975,873,2,"TA","TA",280,0,0,"None","Normal",12.0552076661607
"1464","FV",8000,"Pave","Reg","Norm","Norm",7,5,"CompShg","None",0,"Gd","TA","PConc",833,0,659,"Ex",1492,0,2,"TA","TA",277,0,0,"None","Normal",12.0622883715758
"1465","RL",10456,"Pave","IR1","Norm","Norm",6,6,"CompShg","BrkFace",120,"TA","TA","Others",506,0,1323,"Gd",1829,0,2,"TA","TA",0,0,0,"None","Normal",12.1674835070897
"1466","RL",10791,"Pave","Reg","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","PConc",1137,0,143,"Ex",1280,1215,2,"TA","TA",224,0,0,"None","Normal",12.1593934009999
"1467","RL",18837,"Pave","IR1","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","PConc",687,46,491,"TA",1287,604,2,"TA","TA",0,0,0,"None","Normal",12.1784061540367
"1468","RL",9600,"Pave","Reg","Norm","Norm",6,6,"CompShg","None",0,"TA","TA","Others",329,0,386,"TA",930,715,2,"TA","TA",0,0,0,"GdWo","Normal",12.1644661718909
"1469","RL",9600,"Pave","Reg","Norm","Norm",5,5,"CompShg","BrkFace",172,"TA","TA","Others",698,0,534,"TA",1232,0,2,"TA","TA",0,0,0,"None","Normal",12.0803040381304
"1470","RL",9900,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","PConc",1059,0,150,"Gd",1209,0,2,"TA","TA",0,0,0,"None","Normal",12.0836461385734
"1471","RL",9680,"Pave","Reg","Norm","Norm",5,6,"CompShg","BrkFace",268,"TA","TA","Others",1010,0,500,"Ex",1510,0,2,"TA","TA",0,204,0,"GdPrv","Normal",12.0811963576249
"1472","RL",10600,"Pave","IR1","Norm","Norm",6,5,"CompShg","None",0,"TA","TA","Others",0,0,533,"TA",1131,644,2,"TA","TA",0,0,0,"None","Family",12.0975778052837
"1473","RL",9724,"Pave","Reg","Norm","Norm",5,7,"CompShg","BrkFace",265,"Gd","TA","Others",670,0,470,"Gd",1929,532,2,"TA","TA",0,0,0,"GdWo","Normal",12.0754109491541
"1474","RL",17360,"Pave","Reg","Artery","Norm",6,6,"CompShg","Stone",340,"TA","Gd","Others",300,0,482,"TA",1019,537,2,"TA","TA",0,0,0,"None","Normal",12.1459036246527
"1475","RL",11380,"Pave","IR1","Norm","Norm",6,8,"CompShg","BrkFace",216,"TA","TA","Others",944,0,136,"Gd",1128,0,1,"TA","TA",238,0,0,"None","Normal",12.0031992865126
"1476","RL",8267,"Pave","Reg","Feedr","Norm",5,5,"CompShg","None",0,"TA","TA","Others",0,0,1604,"TA",1604,0,2,"TA","TA",42,0,0,"None","Normal",12.1330253138151
"1477","RL",8197,"Pave","Reg","Norm","Norm",7,5,"CompShg","BrkFace",506,"Gd","TA","PConc",1188,0,292,"Ex",1480,0,2,"TA","TA",252,0,0,"MnPrv","Normal",12.0517134581174
"1478","RL",8050,"Pave","IR1","Norm","Norm",5,5,"CompShg","BrkFace",150,"TA","TA","Others",856,162,125,"TA",1143,0,1,"TA","TA",0,0,0,"GdPrv","Normal",12.0692111830628
"1479","RL",10725,"Pave","IR1","Norm","Norm",5,5,"CompShg","BrkFace",91,"TA","TA","Others",936,0,270,"Fa",1206,0,1,"TA","TA",0,0,0,"None","Normal",12.098947850022
"1480","RL",10032,"Pave","Reg","Norm","Norm",6,5,"CompShg","Stone",432,"TA","TA","Others",734,0,510,"Ex",1580,0,2,"TA","TA",0,160,0,"GdWo","Normal",12.0975056143901
"1481","RL",8382,"Pave","Reg","Norm","Norm",4,5,"CompShg","None",0,"TA","TA","Others",0,0,832,"TA",832,505,1,"TA","TA",0,0,0,"None","Normal",12.0538354892837
"1482","RL",10950,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","TA","Others",339,0,525,"TA",1064,0,1,"TA","TA",0,0,0,"None","Normal",12.0248483156091
"1483","RL",10895,"Pave","Reg","Norm","Norm",5,6,"CompShg","None",0,"TA","Gd","Others",648,0,324,"TA",972,0,1,"TA","TA",0,0,0,"GdWo","Normal",12.1069270476259
"1484","RL",13587,"Pave","Reg","Norm","Norm",5,5,"CompShg","None",0,"TA","TA","Others",532,0,456,"TA",988,0,1,"TA","TA",0,0,0,"None","Abnorml",12.0490355032304
"1485","RL",7898,"Pave","Reg","Norm","Norm",4,7,"CompShg","None",0,"TA","TA","Others",0,0,576,"Gd",985,0,2,"TA","TA",0,0,0,"None","Normal",11.9812920836721
"1486","RL",8064,"Pave","Reg","Artery","Norm",6,8,"CompShg","None",0,"TA","TA","Others",481,174,161,"TA",816,408,1,"TA","TA",414,0,0,"GdWo","Normal",12.0693691388254
"1487","RL",7635,"Pave","IR1","Norm","Norm",5,6,"CompShg","None",0,"TA","TA","Others",588,350,237,"Ex",1175,0,2,"TA","TA",0,0,0,"None","Normal",12.070861921673
"1488","RL",9760,"Pave","Reg","Norm","Norm",6,7,"CompShg","BrkFace",218,"TA","TA","Others",717,263,415,"TA",1395,0,2,"TA","TA",657,240,0,"None","Normal",12.0107124896766
"1489","RM",4800,"Pave","Reg","Norm","Norm",4,5,"CompShg","BrkFace",771,"TA","TA","PConc",48,0,661,"TA",1157,687,1,"TA","TA",84,0,0,"None","Abnorml",12.0051950586125
"1490","RM",5805,"Pave","Reg","Norm","Norm",5,7,"CompShg","None",0,"TA","TA","Others",274,1073,0,"Gd",1347,0,2,"TA","TA",0,0,0,"None","Normal",12.0500318258213
"1491","RM",6900,"Pave","Reg","Norm","Norm",6,7,"CompShg","None",0,"TA","TA","PConc",0,0,827,"Gd",827,424,1,"Fa","TA",0,0,0,"None","Normal",12.0301429732796
"1492","RM",11851,"Pave","Reg","Artery","Norm",5,7,"CompShg","None",0,"TA","Gd","Others",780,0,247,"Ex",1027,606,1,"TA","TA",0,0,0,"None","Normal",12.1172611766456
"1493","RM",8239,"Pave","Reg","Artery","Norm",5,6,"CompShg","None",0,"TA","TA","Others",176,0,832,"TA",1060,185,1,"TA","TA",0,0,0,"None","Normal",12.0586183846675
"1494","RM",9656,"Pave","Reg","Norm","Norm",2,2,"CompShg","None",0,"TA","Fa","Others",0,0,678,"TA",832,0,2,"Fa","Fa",0,0,0,"None","Abnorml",12.0161697575606
